

港台新闻,#genre#
美亞電影 ,P2p://190.2.146.92:18912/5c724a0e000442831d58cdaa6a2c5c52.ts
東森幼幼 ,P2p://190.2.146.92:18912/5c724866000564111d5255b84de26a1c.ts
東森電影 ,P2p://190.2.146.92:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts
東森戲劇 ,P2p://190.2.146.92:18912/5c724882000704081d52c386798d4d25.ts
緯來電影 ,P2p://190.2.146.92:18912/5c7249d80003096d1d57fa6c33601be9.ts
緯來戲劇 ,P2p://190.2.146.92:18912/5c72488e000bae061d52f38e705751dd.ts
HBO HD ,P2p://190.2.146.92:18912/5c7249dd000ca2101d58106551ff3ed4.ts
國家地理野生 ,P2p://190.2.146.92:18912/5c7249fb000db88c1d5885e333974925.ts
星衛娛樂 ,P2p://190.2.146.92:18912/5c724a0a000180991d58bd4f6e533ad5.ts
星衛電影 ,P2p://190.2.146.92:18912/5c724a05000626a61d58aaff0c3f3175.ts
好萊塢電影 ,P2p://190.2.146.92:18912/5c7249e2000125281d5820ff23a165d1.ts
MOMO親子 ,P2p://190.2.146.92:18912/5c7248620002c4fd1d52456c75ed6b55.ts
迪士尼卡通 ,P2p://190.2.146.92:18912/5c72485c0008852e1d522f7314a34325.ts
JET綜合 ,P2p://190.2.146.92:18912/5c724892000e3e1c1d5303da4a3c6c26.ts
ELTA體育3 ,P2p://190.2.146.92:18912/5c7249f7000966361d58752a73813a0e.ts
東森綜合 ,P2p://190.2.146.92:18912/5c724877000e7b2d1d529a721b487255.ts

51P2P,#genre#
中天新聞,p2p://51.79.41.138:18912/5c7249b6000641f71d5776673c1d2f63.ts
TVBS新聞,p2p://51.79.41.138:18912/5c7249c2000e510f1d57a75a30592ee2.ts
非凡新聞,p2p://51.79.41.138:18912/5c7249cb000744bc1d57c8bd53377361.ts
東森新聞,p2p://51.79.41.138:18912/5c7248a0000383701d5337cb153b4b51.ts
三立新聞,p2p://51.79.41.138:18912/5c7249be000b87931d5796ff51e62b02.ts
壹電視新聞,p2p://51.79.41.138:18912/5c724897000cb1861d5316f515e3763e.ts
年代新聞,p2p://51.79.41.138:18912/5b1409fd000a72692a6580254840e3c2.ts
民視,p2p://51.79.41.138:18912/5c72483f0003db4b1d51bcf349367c26.ts
華視,p2p://51.79.41.138:18912/5c72484f000e498b1d51fe2201d92dd3.ts
華視,p2p://51.79.41.138:18912/5c2dd7470006324111f874bf40a40dd0.ts
華視,p2p://51.79.41.138:18912/5b140968000d4f3517d25cf83e1e0c9f.ts
中視,p2p://51.79.41.138:18912/5c72484b000b1d091d51edb7087b7686.ts
人间卫视,p2p://51.79.41.138:18912/5c7350ff0000f8e6215bea3724fd0f2f.ts
大爱,p2p://51.79.41.138:18912/5c7248470009cd451d51ddb92c7476f0.ts
大愛2p2p://51.79.41.138:18912/5bdbf3990002e4dcd217142515c50e46.ts
华视,p2p://51.79.41.138:18912/5b14095f000efa0e17d23a3d10cd7091.ts
TVBS歡樂,p2p://51.79.41.138:18912/5c72488a000a56b71d52e3a07060345e.ts
好消息,p2p://51.79.41.138:18912/5bdbf38a000e2c49d216dc6b0d6a2178.ts
星衛娛樂,p2p://51.79.41.138:18912/5c724a0a000180991d58bd4f6e533ad5.ts
星衛電影,p2p://51.79.41.138:18912/5c724a05000626a61d58aaff0c3f3175.ts
原住民电视,p2p://51.79.41.138:18912/5bdbf387000760a7d216ceee78f739f8.ts
客家电视,p2p://51.79.41.138:18912/5bdbf38e00051950d216e9ba54201283.ts
迪士尼卡通,p2p://51.79.41.138:18912/5b1409f30004f6ec17d479cd524c4642.ts
MOMO親子台,p2p://51.79.41.138:18912/5d70eb0f000a5e750d0a9659304554ba.ts
东森超市,p2p://51.79.41.138:18912/5c72487c000667911d52abe7044c2b21.ts
東森幼幼,p2p://51.79.41.138:18912/5c724866000564111d5255b84de26a1c.ts
東森電影,p2p://51.79.41.138:18912/5c7249d3000cb8ea1d57e9650d7148b7.ts
東森戲劇,p2p://51.79.41.138:18912/5c724882000704081d52c386798d4d25.ts
東森超視,p2p://51.79.41.138:18912/5c72487c000667911d52abe7044c2b21.ts
東森綜合,p2p://51.79.41.138:18912/5c724877000e7b2d1d529a721b487255.ts
三立台湾,p2p://51.79.41.138:18912/5c72486a000b11721d5266cf1bf84bce.ts
非凡商業,p2p://51.79.41.138:18912/5b140a9a0001dd5b17d7055a180573f2.ts
MTV LIVE HD,p2p://51.79.41.138:18912/5b1408f100084d6a17d08ad863d85a21.ts
EYETV戲劇,p2p://51.79.41.138:18912/5b14093e000e433917d1b92674673784.ts
龍華偶像,p2p://51.79.41.138:18912/5b1409180001262617d1215b0acb028f.ts
BTV纪实,p2p://51.79.41.138:18912/5b1409fb000aafca17d49a8442ba2e86.ts
V音樂,p2p://51.79.41.138:18912/5b593be200077048d379e5e141cb2a5d.ts
Discovery(知識頻道),p2p://51.79.41.138:18912/5bee4e9b0004056f19ca944341e3368d.ts
FRANCE 24（English）,p2p://51.79.41.138:18912/5b14090b0008c74a17d0f08749e16347.ts
SUNDANCE HD,p2p://51.79.41.138:18912/5b1408f2000c5b2d17d08fc940145842.ts
靖天卡通,p2p://51.79.41.138:18912/5b14093e0009fa2117d1b80d388e2efa.ts
靖天國際,p2p://51.79.41.138:18912/5b1408f1000efa2817d08c8d2aa26513.ts
靖天戲劇,p2p://51.79.41.138:18912/5b14093e000c1de917d1b89a306502e9.ts
緯來精彩,p2p://51.79.41.138:18912/5b14094a0000e95117d1e49b2d550d9f.ts
靖天日本,p2p://51.79.41.138:18912/5b140916000ab01617d11bfc24c93dad.ts
LUXE TV,p2p://51.79.41.138:18912/5b1408f2000402a917d08da611f23a04.ts
鴻基影劇臺,p2p://51.79.41.138:18912/5b14095e000b67b917d2356b48977d09.ts
靖洋戲劇臺,p2p://51.79.41.138:18912/5b1409170006660317d11ecb4d0c407e.ts
EVE HD,p2p://51.79.41.138:18912/5b14093f00043fac17d1ba7e4bed47f5.ts
LIFETIME,p2p://51.79.41.138:18912/5b593bd20009b7c8d379a7ed5405277e.ts
FOX-NEWS,p2p://51.79.41.138:18912/5b593b140008b0a8d376c17f5ed27779.ts
GOOD?TV?,p2p://51.79.41.138:18912/5bdbf39200017a4bd216f86f7a511c7b.ts
博斯高球1DH,p2p://51.79.41.138:18912/5bdbf395000ad5cbd217068974ec3c6b.ts
佛衛慈悲台,p2p://51.79.41.138:18912/5bdbf39c000a4154d21721c16bc7247c.ts
EVE,p2p://51.79.41.138:18912/5bdbf3a000041d6ad2172fcb0dab6930.ts
CINEMA WORLD,p2p://51.79.41.138:18912/5bdbf3aa000b9c31d21758c049581284.ts
LUXE?TV,p2p://51.79.41.138:18912/5bdbf3ae0006e6cad2176727144e1e98.ts
TVBS精彩台,p2p://51.79.41.138:18912/5bdbf3b20000e966d2177540400d0818.ts
中天亞洲,p2p://51.79.41.138:18912/5c724839000d2f361d51a7e41eb00016.ts
亞洲旅遊,p2p://51.79.41.138:18912/5c724854000188081d520e6e279b2446.ts
美亞電影,p2p://51.79.41.138:18912/5c724a0e000442831d58cdaa6a2c5c52.ts
緯來電影,p2p://51.79.41.138:18912/5c7249d80003096d1d57fa6c33601be9.ts
緯來戲劇,p2p://51.79.41.138:18912/5c72488e000bae061d52f38e705751dd.ts
HBO HD,p2p://51.79.41.138:18912/5c7249dd000ca2101d58106551ff3ed4.ts
國家地理野生,p2p://51.79.41.138:18912/5c7249fb000db88c1d5885e333974925.ts
好萊塢電影,p2p://51.79.41.138:18912/5c7249e2000125281d5820ff23a165d1.ts
MOMO親子,p2p://51.79.41.138:18912/5c7248620002c4fd1d52456c75ed6b55.ts
迪士尼卡通,p2p://51.79.41.138:18912/5c72485c0008852e1d522f7314a34325.ts
八大戲劇,p2p://51.79.41.138:18912/5c72488600080edc1d52d364104615a0.ts
大愛,p2p://51.79.41.138:18912/5c7248470009cd451d51ddb92c7476f0.ts
JET綜合,p2p://51.79.41.138:18912/5c724892000e3e1c1d5303da4a3c6c26.ts
霹靂台灣,p2p://51.79.41.138:18912/5c7248580004e26e1d521ee9240c6230.ts
ELTA體育3,p2p://190.2.146.92:18912/5c7249f7000966361d58752a73813a0e.ts
衛視電影,p2p://51.79.41.138:18912/5c7249cf00095b611d57d8da587f1c48.ts

测试3_951,#genre#
无线新闻1,https://hdl0901.plures.net/onlive/a195f07a-caaa-4c4d-930a-1156e791cde.flv
无线新闻2,http://hdl0901.plures.net/onlive/a195f07a-caaa-4c4d-930a-1156e791cde.flv
无线新闻3,http://hdl0901.plures.net/onlive/a477732eaf0c9f58de7d7b0ef8c2926f.flv 
how,http://hdl0901.plures.net/onlive/4be1503239cf2cdcbcbefcaa2382ec73.flv
公视,https://hdl0903.plures.net/onlive/f96e58ef77ed1e71be5f073d63a5d394.flv
翡翠台1,https://4graurmtwghzdrcbqgeao.ourdvsss.com/hdl0901.plures.net/onlive/a195f07a-caaa-4c4d-930a-1156e791abc.flv
翡翠台2,http://hdl0901.plures.net/onlive/a195f07a-caaa-4c4d-930a-1156e791abc.flv
j2-1,https://4graurmtwghzdrcbqge3y.ourdvsss.com/hdl0901.plures.net/onlive/a195f07a-caaa-4c4d-930a-1156e791bcd.flv
j2-2,http://hdl0901.plures.net/onlive/a195f07a-caaa-4c4d-930a-1156e791bcd.flv
无线新闻,http://live.ergt4rt.wang/gangaotai.php?id=9

纳加测试,#genre#
民視HD,vjms://23.237.33.155:8500:3502/live/cid=450
華視HD,vjms://23.237.33.155:8500:3502/live/cid=451
中視HD,vjms://23.237.33.155:8500:3502/live/cid=452
臺視HD,vjms://23.237.33.155:8500:3502/live/cid=453
公視3HD,vjms://23.237.33.155:8500:3502/live/cid=436
大愛,vjms://23.237.33.155:8500:3502/live/cid=442
壹新闻,vjms://23.237.33.155:8500:3502/live/cid=445
民視新聞,vjms://23.237.33.155:8500:3502/live/cid=454
年代MUCH,vjms://23.237.33.155:8500:3502/live/cid=439
年代新聞,vjms://23.237.33.155:8500:3502/live/cid=455
东森新聞,vjms://23.237.33.155:8500:3502/live/cid=340
中天新聞,vjms://23.237.33.155:8500:3502/live/cid=407
非凡新聞,vjms://23.237.33.155:8500:3502/live/cid=443
华视新闻,vjms://23.237.33.155:8500:3502/live/cid=451
緯來日本,vjms://23.237.33.155:8500:3502/live/cid=102
民視HD,vjms://58.215.133.184:8500:3502/live/cid=450
華視HD,vjms://58.215.133.184:8500:3502/live/cid=451
中視HD,vjms://58.215.133.184:8500:3502/live/cid=452
臺視HD,vjms://58.215.133.184:8500:3502/live/cid=453
公視3HD,vjms://58.215.133.184:8500:3502/live/cid=436
大愛,vjms://58.215.133.184:8500:3502/live/cid=442
壹新闻,vjms://58.215.133.184:8500:3502/live/cid=445
民視新聞,vjms://58.215.133.184:8500:3502/live/cid=454
年代MUCH,vjms://58.215.133.184:8500:3502/live/cid=439
年代新聞,vjms://58.215.133.184:8500:3502/live/cid=455
东森新聞,vjms://58.215.133.184:8500:3502/live/cid=340
中天新聞,vjms://58.215.133.184:8500:3502/live/cid=407
非凡新聞,vjms://58.215.133.184:8500:3502/live/cid=443
华视新闻,vjms://58.215.133.184:8500:3502/live/cid=451
緯來日本,vjms://58.215.133.184:8500:3502/live/cid=102

代理源测试_951,#genre#
TVB 翡翠,http://103.56.112.40/djgt.php?id=1  
凤凰中文,http://103.56.112.40/djgt.php?id=2
凤凰資訊,http://103.56.112.40/djgt.php?id=3 
星空衛視,http://103.56.112.40/djgt.php?id=18
TVB 明珠,http://103.56.112.40/djgt.php?id=13
TVB J2,http://103.56.112.40/djgt.php?id=12
耀才財經,http://103.56.112.40/djgt.php?id=19
无线财经,http://103.56.112.40/djgt.php?id=10
无线新闻,http://103.56.112.40/djgt.php?id=9
有线新闻,http://103.56.112.40/djgt.php?id=31
Viu TV,http://103.56.112.40/djgt.php?id=8
澳門衛視,http://103.56.112.40/djgt.php?id=23
澳亞衛視,http://103.56.112.40/djgt.php?id=24
寰宇新聞,http://103.56.112.40/aatw.php?id=54
寰宇新聞2,http://103.56.112.40/aatw.php?id=55
三立台灣台,http://103.56.112.40/aatw.php?id=42
三立新聞台,http://47.240.60.73/aatw.php?id=48
三立都会台,http://103.56.112.40/aatw.php?id=40
TVBS,http://103.56.112.40/aatw.php?id=127
TVBS欢乐,http://103.56.112.40/aatw.php?id=129
TVBS新闻,http://103.56.112.40/aatw.php?id=45
中天新聞台,http://103.56.112.40/aatw.php?id=44
東森新聞台,http://103.56.112.40/aatw.php?id=46
非凡新聞,http://103.56.112.40/aatw.php?id=53
HBO HD,http://103.56.112.40/aatw.php?id=27
FOX HD,http://103.56.112.40/aatw.php?id=159
好萊塢電影台,http://103.56.112.40/aatw.php?id=66
迪士尼卡通,http://103.56.112.40/aatw.php?id=122

代理源测试2_951,#genre#
TVB 翡翠,http://live.ergt4rt.wang/gangaotai.php?id=1  
凤凰中文,http://live.ergt4rt.wang/gangaotai.php?id=2
凤凰資訊,http://live.ergt4rt.wang/gangaotai.php?id=3 
星空衛視,http://live.ergt4rt.wang/gangaotai.php?id=18
TVB 明珠,http://live.ergt4rt.wang/gangaotai.php?id=13
TVB J2,http://live.ergt4rt.wang/gangaotai.php?id=12
耀才財經,http://live.ergt4rt.wang/gangaotai.php?id=19
无线财经,http://live.ergt4rt.wang/gangaotai.php?id=10
无线新闻,http://live.ergt4rt.wang/gangaotai.php?id=9
有线新闻,http://live.ergt4rt.wang/gangaotai.php?id=31
Viu TV,http://live.ergt4rt.wang/gangaotai.php?id=8
澳門衛視,http://live.ergt4rt.wang/gangaotai.php?id=23
澳亞衛視,http://live.ergt4rt.wang/gangaotai.php?id=24
寰宇新聞,http://live.ergt4rt.wang/gangaotai.php?id=54
寰宇新聞2,http://live.ergt4rt.wang/gangaotai.php?id=55
三立台灣台,http://live.ergt4rt.wang/gangaotai.php?id=42
三立新聞台,http://47.240.60.73/aatw.php?id=48
三立都会台,http://live.ergt4rt.wang/gangaotai.php?id=40
TVBS,http://live.ergt4rt.wang/gangaotai.php?id=127
TVBS欢乐,http://live.ergt4rt.wang/gangaotai.php?id=129
TVBS新闻,http://live.ergt4rt.wang/gangaotai.php?id=45
中天新聞台,http://live.ergt4rt.wang/gangaotai.php?id=44
東森新聞台,http://live.ergt4rt.wang/gangaotai.php?id=46
非凡新聞,http://live.ergt4rt.wang/gangaotai.php?id=53
HBO HD,http://live.ergt4rt.wang/gangaotai.php?id=27
FOX HD,http://live.ergt4rt.wang/gangaotai.php?id=159
好萊塢電影台,http://live.ergt4rt.wang/gangaotai.php?id=66
迪士尼卡通,http://live.ergt4rt.wang/gangaotai.php?id=122

